Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
181,1,A,A,Spatial,19,Pool,11/5/2023,4.4,1.415,0.320,0.547,1,0.8,0.269,1,3.6,1.146,0,0.0,0.000,0,0.0,0.000,1,1.78
182,1,A,A,Spatial,20,Pool,11/5/2023,4.0,1.353,0.340,0.770,1,1.5,0.384,0,0.0,0.000,1,0.8,0.241,1,1.7,0.729,1,0.51
183,2,A,A,Spatial,19,Pool,11/5/2023,35.2,10.598,0.301,0.105,2,3.6,0.997,1,4.1,1.499,3,21.6,6.405,3,5.9,1.696,1,27.60
184,2,A,A,Spatial,20,Pool,11/5/2023,34.2,9.075,0.265,0.082,2,6.9,1.801,3,7.0,1.683,3,15.9,4.105,2,4.4,1.486,1,25.92
185,3,A,A,Spatial,19,Pool,11/5/2023,15.4,3.798,0.247,0.180,2,2.0,0.301,1,3.6,1.001,1,6.3,1.350,1,3.5,1.147,1,10.95
186,3,A,A,Spatial,20,Pool,11/5/2023,17.9,5.749,0.321,0.107,2,6.0,1.879,2,5.2,1.738,2,5.2,1.582,2,1.5,0.549,1,8.96
187,4,A,A,Spatial,19,Pool,11/5/2023,17.5,4.995,0.286,0.154,2,5.9,1.467,2,5.7,1.630,1,4.4,1.328,1,1.5,0.569,1,9.42
188,4,A,A,Spatial,20,Pool,11/5/2023,7.5,2.382,0.320,0.464,1,0.8,0.278,1,4.5,1.369,1,2.1,0.736,0,0.0,0.000,1,2.04
189,5,A,A,Spatial,19,Pool,11/5/2023,11.1,2.823,0.254,0.132,3,6.6,1.855,1,3.5,0.732,0,0.0,0.000,1,1.1,0.236,1,3.00
190,5,A,A,Spatial,20,Pool,11/5/2023,3.9,1.384,0.358,0.927,1,1.3,0.391,0,0.0,0.000,1,2.0,0.761,1,0.5,0.232,1,0.18
191,6,A,A,Spatial,19,Pool,11/5/2023,3.4,1.204,0.355,0.966,1,0.7,0.245,1,0.7,0.290,1,2.0,0.669,0,0.0,0.000,1,0.35
192,6,A,A,Spatial,20,Pool,11/5/2023,60.0,15.837,0.264,0.056,5,24.4,5.666,5,15.3,4.495,4,9.2,2.337,4,11.1,3.340,0,32.16
193,7,A,A,Spatial,19,Pool,11/5/2023,8.1,2.481,0.306,0.260,1,3.5,1.002,0,0.0,0.000,0,0.0,0.000,1,4.6,1.479,1,3.52
194,7,A,A,Spatial,20,Pool,11/5/2023,2.9,0.650,0.226,0.646,1,2.9,0.650,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.31
195,8,A,A,Spatial,19,Pool,11/5/2023,12.0,2.297,0.192,0.230,2,9.3,1.625,1,2.7,0.672,0,0.0,0.000,0,0.0,0.000,1,3.40
196,8,A,A,Spatial,20,Pool,11/5/2023,6.9,1.566,0.226,0.832,1,1.5,0.291,1,1.5,0.439,1,4.0,0.836,0,0.0,0.000,1,1.23
197,9,A,A,Spatial,19,Pool,11/5/2023,9.3,2.471,0.267,0.462,2,1.7,0.475,1,0.7,0.133,1,1.2,0.365,2,5.7,1.498,1,2.84
198,9,A,A,Spatial,20,Pool,11/5/2023,57.5,16.014,0.278,0.077,5,16.0,4.673,1,1.5,0.285,4,21.1,4.952,6,18.9,6.104,1,35.98
199,10,A,A,Spatial,19,Pool,11/5/2023,10.2,3.104,0.306,0.394,1,3.6,1.010,0,0.0,0.000,1,3.6,1.113,1,2.9,0.981,1,4.97
200,10,A,A,Spatial,20,Pool,11/5/2023,60.0,16.103,0.268,0.041,5,15.7,4.207,4,16.2,4.715,4,13.7,3.927,5,14.4,3.255,0,36.42
201,1,A,A,Spatial,21,Pool,11/5/2023,30.3,9.888,0.327,0.107,6,13.5,4.048,3,5.7,1.737,1,3.9,1.338,4,7.2,2.765,1,12.29
202,1,A,A,Spatial,22,Pool,11/5/2023,4.2,1.172,0.279,0.883,1,0.9,0.276,1,0.4,0.169,1,2.9,0.727,0,0.0,0.000,1,0.88
203,2,A,A,Spatial,21,Pool,11/5/2023,60.0,17.574,0.293,0.031,5,23.5,6.487,4,10.0,3.323,4,9.1,2.955,6,17.5,4.810,0,30.81
204,2,A,A,Spatial,22,Pool,11/5/2023,9.5,2.803,0.295,0.407,1,1.9,0.553,1,2.9,0.788,1,1.3,0.405,1,3.3,1.057,1,3.50
205,3,A,A,Spatial,21,Pool,11/5/2023,28.0,7.647,0.273,0.085,5,14.7,3.884,3,11.6,3.363,0,0.0,0.000,1,1.7,0.401,1,10.46
206,3,A,A,Spatial,22,Pool,11/5/2023,30.6,7.117,0.233,0.127,3,15.5,3.367,2,6.0,1.147,1,2.7,0.845,2,6.4,1.757,1,12.17
207,4,A,A,Spatial,21,Pool,11/5/2023,21.4,6.302,0.295,0.198,2,10.1,2.763,1,1.7,0.648,1,1.7,0.384,2,7.8,2.507,1,9.02
208,4,A,A,Spatial,22,Pool,11/5/2023,18.2,5.492,0.302,0.089,2,8.0,2.247,2,3.9,1.043,2,2.7,0.901,1,3.6,1.301,1,9.10
209,5,A,A,Spatial,21,Pool,11/5/2023,3.5,1.246,0.354,0.667,1,0.5,0.182,1,3.0,1.064,0,0.0,0.000,0,0.0,0.000,1,1.10
210,5,A,A,Spatial,22,Pool,11/5/2023,3.6,1.297,0.360,0.847,1,0.9,0.367,0,0.0,0.000,1,2.7,0.930,0,0.0,0.000,1,0.76
211,6,A,A,Spatial,21,Pool,11/5/2023,60.0,14.626,0.244,0.011,7,28.1,6.622,5,17.1,3.937,2,4.8,1.249,4,10.0,2.819,0,27.64
212,6,A,A,Spatial,22,Pool,11/5/2023,3.8,1.232,0.327,0.873,1,1.3,0.391,0,0.0,0.000,0,0.0,0.000,1,2.4,0.841,1,0.37
213,7,A,A,Spatial,21,Pool,11/5/2023,3.3,1.106,0.330,0.929,1,0.9,0.282,1,0.9,0.374,1,1.5,0.450,0,0.0,0.000,1,0.24
214,7,A,A,Spatial,22,Pool,11/5/2023,18.3,5.613,0.307,0.152,2,2.9,0.796,1,1.9,0.630,1,3.9,1.313,2,9.6,2.874,1,12.07
215,8,A,A,Spatial,21,Pool,11/5/2023,13.6,3.670,0.271,0.253,1,5.3,1.253,1,2.3,0.629,2,1.9,0.641,2,4.0,1.147,1,5.51
216,8,A,A,Spatial,22,Pool,11/5/2023,9.5,2.956,0.312,0.356,2,3.9,1.084,0,0.0,0.000,1,1.2,0.416,3,4.4,1.457,1,2.59
217,9,A,A,Spatial,21,Pool,11/5/2023,6.5,2.137,0.328,0.324,1,3.9,1.236,0,0.0,0.000,0,0.0,0.000,1,2.6,0.901,1,2.01
218,9,A,A,Spatial,22,Pool,11/5/2023,10.7,3.517,0.329,0.193,1,3.9,1.126,1,3.5,1.280,0,0.0,0.000,1,3.3,1.111,1,4.05
219,10,A,A,Spatial,21,Pool,11/5/2023,7.4,2.242,0.301,0.441,1,3.9,1.010,1,1.5,0.506,1,1.3,0.477,1,0.7,0.249,1,1.79
220,10,A,A,Spatial,22,Pool,11/5/2023,30.8,8.877,0.288,0.128,2,5.5,1.749,3,6.5,2.151,3,15.4,3.707,1,3.3,1.270,1,19.87
221,1,A,A,Spatial,23,Pool,11/5/2023,13.6,4.645,0.342,0.267,2,4.9,1.817,1,1.1,0.536,2,2.0,0.635,2,5.6,1.657,1,4.47
222,1,A,A,Spatial,24,Pool,11/5/2023,10.5,3.438,0.328,0.216,2,6.4,2.129,1,1.9,0.524,0,0.0,0.000,1,2.2,0.784,1,2.50
223,2,A,A,Spatial,23,Pool,11/5/2023,55.2,13.511,0.245,0.045,5,20.4,4.666,5,29.8,7.377,1,3.2,0.942,1,1.7,0.526,1,28.50
224,2,A,A,Spatial,24,Pool,11/5/2023,5.4,1.376,0.256,0.764,1,1.9,0.491,1,2.0,0.445,1,1.5,0.440,0,0.0,0.000,1,0.81
225,3,A,A,Spatial,23,Pool,11/5/2023,9.1,2.727,0.300,0.222,2,2.2,0.326,1,3.8,1.296,1,2.3,0.802,1,0.8,0.304,1,5.22
226,3,A,A,Spatial,24,Pool,11/5/2023,42.6,11.510,0.270,0.116,4,12.3,3.670,2,14.3,3.295,2,7.6,1.886,3,8.4,2.660,1,23.67
227,4,A,A,Spatial,23,Pool,11/5/2023,3.8,1.165,0.307,0.845,1,1.7,0.576,0,0.0,0.000,0,0.0,0.000,1,2.0,0.589,1,0.50
228,4,A,A,Spatial,24,Pool,11/5/2023,3.5,1.107,0.320,0.923,1,0.9,0.287,1,0.8,0.318,1,1.7,0.503,0,0.0,0.000,1,0.33
229,5,A,A,Spatial,23,Pool,11/5/2023,3.8,1.217,0.321,0.852,1,1.5,0.572,0,0.0,0.000,0,0.0,0.000,1,2.3,0.645,1,0.75
230,5,A,A,Spatial,24,Pool,11/5/2023,28.4,8.662,0.305,0.106,3,8.4,2.901,3,13.7,3.953,1,4.4,1.302,1,1.9,0.506,1,15.09
231,6,A,A,Spatial,23,Pool,11/5/2023,3.9,1.301,0.330,0.591,1,0.9,0.271,0,0.0,0.000,0,0.0,0.000,1,3.0,1.030,1,1.19
232,6,A,A,Spatial,24,Pool,11/5/2023,4.8,1.403,0.295,0.785,1,1.3,0.429,1,1.0,0.079,1,2.4,0.895,0,0.0,0.000,1,1.11
233,7,A,A,Spatial,23,Pool,11/5/2023,13.8,3.928,0.284,0.262,3,7.1,1.957,2,3.9,1.231,0,0.0,0.000,1,2.8,0.740,1,3.62
234,7,A,A,Spatial,24,Pool,11/5/2023,60.0,16.614,0.277,0.052,4,22.0,5.652,4,14.9,4.311,5,10.7,3.136,5,12.4,3.515,0,35.66
235,8,A,A,Spatial,23,Pool,11/5/2023,8.8,2.028,0.230,0.626,1,1.7,0.463,2,1.5,0.403,2,5.6,1.162,0,0.0,0.000,1,3.09
236,8,A,A,Spatial,24,Pool,11/5/2023,60.0,15.304,0.255,0.066,4,27.3,6.479,4,12.2,3.250,3,9.6,2.476,4,10.9,3.100,0,31.74
237,9,A,A,Spatial,23,Pool,11/5/2023,29.3,8.210,0.280,0.067,5,23.6,6.758,1,0.8,0.098,0,0.0,0.000,3,4.9,1.355,1,8.72
238,9,A,A,Spatial,24,Pool,11/5/2023,47.2,14.283,0.303,0.082,6,21.9,6.796,3,6.8,1.805,2,5.7,1.609,5,12.8,4.073,1,23.13
239,10,A,A,Spatial,23,Pool,11/5/2023,60.0,13.584,0.226,0.117,4,20.7,4.123,0,0.0,0.000,2,9.8,2.190,5,29.5,7.271,0,38.24
240,10,A,A,Spatial,24,Pool,11/5/2023,2.8,0.658,0.238,0.867,1,1.3,0.346,1,1.4,0.312,0,0.0,0.000,0,0.0,0.000,1,0.28
241,1,A,A,Probe,1,Pool,11/5/2023,60.0,16.167,0.269,0.095,9,32.5,8.261,3,7.1,1.419,3,6.5,2.299,4,12.8,3.744,4,25.96
242,2,A,A,Probe,1,Pool,11/5/2023,60.0,15.788,0.263,0.104,6,15.5,3.657,4,19.3,4.708,5,15.7,4.321,4,8.7,2.870,2,35.33
243,3,A,A,Probe,1,Pool,11/5/2023,60.0,16.746,0.279,0.040,5,13.1,3.429,4,6.9,2.465,5,23.2,6.137,6,16.8,4.715,0,36.42
244,4,A,A,Probe,1,Pool,11/5/2023,60.0,15.620,0.260,0.045,9,23.6,6.387,7,17.2,4.267,4,13.1,3.356,4,5.0,1.342,2,25.65
245,5,A,A,Probe,1,Pool,11/5/2023,60.0,18.768,0.313,0.081,7,27.0,8.912,5,9.7,2.388,4,13.7,4.386,5,9.6,3.083,0,29.62
246,6,A,A,Probe,1,Pool,11/5/2023,60.0,16.332,0.272,0.085,6,19.8,4.757,6,17.4,4.883,4,13.8,3.946,3,8.8,2.686,1,33.87
247,7,A,A,Probe,1,Pool,11/5/2023,60.0,15.462,0.258,0.039,5,32.1,7.240,3,6.9,1.936,3,10.7,3.041,3,9.1,2.966,2,29.38
248,8,A,A,Probe,1,Pool,11/5/2023,60.0,15.954,0.266,0.105,10,22.5,5.647,4,9.9,2.918,3,11.3,2.884,6,15.4,4.212,2,33.37
249,9,A,A,Probe,1,Pool,11/5/2023,60.0,17.031,0.284,0.084,12,39.8,10.810,5,8.8,2.712,2,3.6,1.279,4,5.9,1.668,4,14.99
250,10,A,A,Probe,1,Pool,11/5/2023,60.0,11.375,0.190,0.052,3,12.9,3.080,1,4.3,0.962,3,5.2,1.321,5,37.6,6.013,0,36.73
