Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
180,5,A,A,Spatial,12,Pool,9/30/2023,21.3,7.268,0.341,0.111,1,2.8,0.972,2,5.8,1.994,3,5.3,1.726,2,7.3,2.577,1,11.31
181,6,A,A,Spatial,11,Pool,9/30/2023,8.1,2.698,0.332,0.207,0,0.0,0.000,1,0.9,0.279,2,3.9,1.331,1,3.3,1.088,1,2.56
182,6,A,A,Spatial,12,Pool,9/30/2023,8.3,2.505,0.302,0.197,0,0.0,0.000,0,0.0,0.000,2,7.1,2.156,1,1.2,0.349,1,1.55
183,7,A,A,Spatial,11,Pool,9/30/2023,2.8,0.895,0.318,0.924,1,1.4,0.410,1,0.2,0.067,1,1.3,0.418,0,0.0,0.000,1,0.12
184,7,A,A,Spatial,12,Pool,9/30/2023,15.9,4.669,0.295,0.209,0,0.0,0.000,2,4.5,1.189,4,9.2,2.806,2,2.1,0.675,1,3.62
185,8,A,A,Spatial,11,Pool,9/30/2023,6.9,2.230,0.322,0.245,1,1.3,0.355,1,1.2,0.397,2,3.7,1.258,1,0.7,0.220,1,1.85
186,8,A,A,Spatial,12,Pool,9/30/2023,8.9,2.282,0.257,0.174,0,0.0,0.000,1,1.2,0.266,2,7.7,2.016,0,0.0,0.000,1,1.90
187,9,A,A,Spatial,11,Pool,9/30/2023,4.9,1.682,0.346,0.608,1,0.7,0.205,0,0.0,0.000,1,1.6,0.426,1,2.5,1.051,1,1.08
188,9,A,A,Spatial,12,Pool,9/30/2023,3.7,1.166,0.319,0.778,0,0.0,0.000,0,0.0,0.000,1,0.9,0.232,1,2.7,0.933,1,0.50
189,10,A,A,Spatial,11,Pool,9/30/2023,2.0,0.541,0.274,0.783,0,0.0,0.000,0,0.0,0.000,1,2.0,0.541,0,0.0,0.000,1,0.14
190,10,A,A,Spatial,12,Pool,9/30/2023,13.3,3.911,0.293,0.209,0,0.0,0.000,1,2.1,0.676,2,9.5,2.637,1,1.7,0.597,1,2.81
191,11,A,A,Spatial,11,Pool,9/30/2023,7.0,2.055,0.295,0.402,0,0.0,0.000,0,0.0,0.000,1,5.3,1.543,1,1.6,0.511,1,1.32
192,11,A,A,Spatial,12,Pool,9/30/2023,11.8,3.846,0.326,0.162,0,0.0,0.000,1,1.6,0.467,2,9.5,3.153,1,0.7,0.226,1,2.89
193,12,A,A,Spatial,11,Pool,9/30/2023,9.2,1.929,0.210,0.432,0,0.0,0.000,2,3.6,0.885,2,5.6,1.044,0,0.0,0.000,1,1.21
194,12,A,A,Spatial,12,Pool,9/30/2023,3.9,0.882,0.227,0.675,0,0.0,0.000,1,2.8,0.609,1,1.1,0.273,0,0.0,0.000,1,0.83
195,13,A,A,Spatial,11,Pool,9/30/2023,12.0,4.105,0.341,0.318,2,1.4,0.503,1,0.4,0.117,3,4.3,1.302,3,6.0,2.183,1,3.10
196,13,A,A,Spatial,12,Pool,9/30/2023,1.8,0.551,0.306,0.941,0,0.0,0.000,1,1.0,0.294,1,0.8,0.257,0,0.0,0.000,1,0.07
197,14,A,A,Spatial,11,Pool,9/30/2023,4.1,1.411,0.343,0.793,0,0.0,0.000,0,0.0,0.000,1,1.1,0.225,1,3.0,1.185,1,0.52
198,14,A,A,Spatial,12,Pool,9/30/2023,2.4,0.689,0.285,0.771,0,0.0,0.000,0,0.0,0.000,1,2.4,0.689,0,0.0,0.000,1,0.26
199,15,A,A,Spatial,11,Pool,9/30/2023,6.8,2.009,0.293,0.620,1,4.0,1.088,1,2.0,0.677,1,0.8,0.243,0,0.0,0.000,1,3.17
200,15,A,A,Spatial,12,Pool,9/30/2023,4.2,0.958,0.228,0.517,0,0.0,0.000,1,1.7,0.631,2,2.5,0.327,0,0.0,0.000,1,1.06
201,16,A,A,Spatial,11,Pool,9/30/2023,4.2,1.043,0.248,0.764,0,0.0,0.000,0,0.0,0.000,1,1.1,0.263,1,3.1,0.780,1,0.36
202,16,A,A,Spatial,12,Pool,9/30/2023,2.9,0.856,0.293,0.888,0,0.0,0.000,1,1.3,0.420,1,1.7,0.436,0,0.0,0.000,1,0.11
203,17,A,A,Spatial,11,Pool,9/30/2023,2.2,0.528,0.245,0.906,0,0.0,0.000,0,0.0,0.000,1,2.1,0.528,0,0.0,0.000,1,0.09
204,17,A,A,Spatial,12,Pool,9/30/2023,1.3,0.281,0.219,0.939,0,0.0,0.000,0,0.0,0.000,1,1.3,0.281,0,0.0,0.000,1,0.05
205,1,A,A,Probe,1,Pool,9/30/2023,60.0,18.209,0.303,0.045,3,4.5,1.552,7,15.0,4.613,8,31.3,9.223,2,7.9,2.367,3,1.68
206,2,A,A,Probe,1,Pool,9/30/2023,60.0,19.219,0.320,0.038,3,3.0,1.057,7,14.8,4.542,10,35.3,11.642,5,6.5,1.847,1,0.68
207,3,A,A,Probe,1,Pool,9/30/2023,60.0,17.448,0.291,0.085,2,6.9,2.186,5,6.4,1.891,18,32.9,9.350,8,10.5,2.976,8,0.56
208,4,A,A,Probe,1,Pool,9/30/2023,60.0,18.127,0.302,0.033,3,7.6,2.249,6,15.1,4.800,11,26.9,8.106,4,9.5,2.645,4,1.10
209,5,A,A,Probe,1,Pool,9/30/2023,60.0,19.332,0.322,0.067,5,13.6,4.494,8,16.8,5.124,7,18.4,6.130,4,10.5,3.426,1,8.97
210,6,A,A,Probe,1,Pool,9/30/2023,60.0,16.898,0.282,0.042,2,6.6,2.057,4,12.8,3.824,11,34.8,9.352,3,2.8,0.910,6,0.16
211,7,A,A,Probe,1,Pool,9/30/2023,60.0,14.923,0.249,0.050,1,2.4,0.690,5,15.3,3.855,8,40.1,9.769,2,1.8,0.471,3,1.41
212,8,A,A,Probe,1,Pool,9/30/2023,60.0,12.740,0.212,0.040,1,6.1,1.352,4,21.0,3.850,9,27.6,6.515,2,3.1,0.553,4,0.09
213,9,A,A,Probe,1,Pool,9/30/2023,60.0,17.754,0.296,0.075,2,3.9,1.089,5,9.0,2.949,13,27.2,7.870,4,17.7,5.088,6,0.14
214,10,A,A,Probe,1,Pool,9/30/2023,60.0,14.917,0.249,0.020,4,6.8,1.520,6,13.0,3.406,10,28.7,7.338,3,8.9,1.983,5,2.04
215,11,A,A,Probe,1,Pool,9/30/2023,60.0,18.856,0.314,0.079,3,4.4,1.491,5,9.2,3.270,11,36.8,10.867,4,6.1,2.258,6,1.12
216,12,A,A,Probe,1,Pool,9/30/2023,60.0,11.471,0.191,0.081,2,1.6,0.470,5,10.7,2.342,11,35.0,6.211,5,10.9,2.131,3,0.68
217,13,A,A,Probe,1,Pool,9/30/2023,60.0,20.878,0.348,0.027,2,2.3,0.770,7,13.0,4.763,13,31.4,10.646,4,11.7,4.236,4,0.31
218,14,A,A,Probe,1,Pool,9/30/2023,60.0,19.064,0.318,0.032,3,7.5,2.730,7,15.1,5.062,10,29.2,7.975,3,7.0,2.772,4,0.45
219,15,A,A,Probe,1,Pool,9/30/2023,60.0,17.269,0.288,0.060,2,2.7,0.859,6,11.3,3.631,12,40.3,10.903,5,3.9,1.192,4,2.68
220,16,A,A,Probe,1,Pool,9/30/2023,60.0,17.726,0.295,0.038,1,0.9,0.262,5,11.4,3.739,13,37.3,10.682,4,8.7,2.469,5,3.16
221,17,A,A,Probe,1,Pool,9/30/2023,60.0,18.256,0.304,0.027,5,7.9,2.537,7,9.8,2.783,16,30.8,9.239,5,8.1,2.724,9,0.25
