Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
150,15,NSF,A,Spatial,6,Pool,5/22/2023,60.0,15.853,0.264,0.083,2,3.0,1.316,5,21.5,5.776,6,26.3,6.314,3,9.2,2.446,0,
151,16,NSF,A,Spatial,5,Pool,5/22/2023,60.0,20.983,0.350,0.056,5,18.4,5.375,5,18.9,6.892,4,13.3,5.058,4,9.3,3.657,0,
152,16,NSF,A,Spatial,6,Pool,5/22/2023,27.2,8.286,0.305,0.130,2,10.1,3.131,4,10.1,2.869,4,6.1,2.030,1,0.8,0.255,1,10.51
153,17,NSF,A,Spatial,5,Pool,5/22/2023,60.0,16.988,0.283,0.064,3,7.5,2.861,3,7.1,2.437,5,25.2,5.966,5,20.2,5.725,0,
154,17,NSF,A,Spatial,6,Pool,5/22/2023,18.0,5.556,0.308,0.223,1,3.1,0.831,2,7.6,2.661,2,7.4,2.064,0,0.0,0.000,1,12.58
155,18,NSF,A,Spatial,5,Pool,5/22/2023,60.0,13.584,0.226,0.005,3,8.9,2.748,5,30.9,5.701,3,14.8,3.558,2,5.3,1.577,0,
156,18,NSF,A,Spatial,6,Pool,5/22/2023,60.0,12.443,0.207,0.007,6,22.6,3.919,5,22.5,4.754,1,7.7,1.502,1,7.2,2.268,0,
157,19,NSF,A,Spatial,5,Pool,5/22/2023,2.4,0.561,0.238,0.826,1,2.4,0.561,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.13
158,19,NSF,A,Spatial,6,Pool,5/22/2023,34.6,12.770,0.369,0.066,3,7.5,2.856,4,11.9,4.407,3,8.5,3.002,2,6.7,2.505,1,26.69
159,20,NSF,A,Spatial,5,Pool,5/22/2023,60.0,19.644,0.327,0.037,4,10.9,3.786,3,7.2,2.974,5,14.7,4.476,6,27.1,8.409,0,
160,20,NSF,A,Spatial,6,Pool,5/22/2023,42.0,13.106,0.312,0.074,4,10.9,3.174,3,9.0,2.798,2,6.4,2.514,4,15.6,4.621,1,27.93
161,21,NSF,A,Spatial,5,Pool,5/22/2023,2.9,0.650,0.227,0.884,1,2.4,0.650,0,0.0,0.000,0,0.0,0.000,1,0.5,0.000,1,0.17
162,21,NSF,A,Spatial,6,Pool,5/22/2023,6.5,2.154,0.332,0.551,1,1.1,0.291,1,2.0,0.791,1,3.4,1.073,0,0.0,0.000,1,2.90
163,22,NSF,A,Spatial,5,Pool,5/22/2023,60.0,17.108,0.285,0.061,3,11.0,3.445,3,9.9,2.811,5,23.0,6.166,5,16.1,4.686,0,
164,22,NSF,A,Spatial,6,Pool,5/22/2023,60.0,15.224,0.254,0.097,4,6.9,1.943,6,23.4,5.265,5,21.7,5.525,3,8.0,2.490,0,
165,23,NSF,A,Spatial,5,Pool,5/22/2023,60.0,18.825,0.314,0.012,4,16.4,5.630,4,10.9,3.752,5,12.5,4.472,6,20.1,4.972,0,
166,23,NSF,A,Spatial,6,Pool,5/22/2023,60.0,16.433,0.274,0.050,6,25.9,5.778,7,21.9,6.433,3,8.1,2.840,2,4.0,1.382,0,
167,24,NSF,A,Spatial,5,Pool,5/22/2023,3.8,1.123,0.295,0.521,1,1.2,0.272,0,0.0,0.000,0,0.0,0.000,1,2.6,0.851,1,0.84
168,24,NSF,A,Spatial,6,Pool,5/22/2023,51.2,16.648,0.325,0.073,5,16.0,5.021,6,21.1,6.351,3,10.3,3.692,2,3.7,1.584,1,32.96
169,25,NSF,A,Spatial,5,Pool,5/22/2023,60.0,15.270,0.254,0.033,6,13.2,3.279,3,11.3,3.285,3,17.6,3.890,5,17.9,4.815,0,
170,25,NSF,A,Spatial,6,Pool,5/22/2023,25.2,7.571,0.300,0.164,2,5.3,1.515,3,7.6,2.502,2,12.3,3.553,0,0.0,0.000,1,16.28
171,26,NSF,A,Spatial,5,Pool,5/22/2023,60.0,16.052,0.268,0.056,3,9.5,2.382,7,28.3,6.782,4,19.2,5.652,1,3.1,1.235,0,
172,26,NSF,A,Spatial,6,Pool,5/22/2023,41.7,6.853,0.164,0.074,4,17.7,2.744,3,24.0,4.109,0,0.0,0.000,0,0.0,0.000,1,22.00
173,27,NSF,A,Spatial,5,Pool,5/22/2023,22.6,6.461,0.286,0.086,4,12.7,3.398,1,2.7,0.890,0,0.0,0.000,2,7.2,2.173,1,10.08
174,27,NSF,A,Spatial,6,Pool,5/22/2023,7.1,1.761,0.247,0.525,1,1.2,0.258,1,5.9,1.502,0,0.0,0.000,0,0.0,0.000,1,2.42
175,28,NSF,A,Spatial,5,Pool,5/22/2023,28.0,9.229,0.329,0.130,3,4.6,1.704,1,3.2,1.352,2,6.7,2.000,3,13.5,4.174,1,20.35
176,28,NSF,A,Spatial,6,Pool,5/22/2023,3.7,1.102,0.302,0.744,1,0.7,0.221,1,3.0,0.881,0,0.0,0.000,0,0.0,0.000,1,1.01
177,29,NSF,A,Spatial,5,Pool,5/22/2023,56.7,18.316,0.323,0.036,3,6.7,2.128,3,8.0,2.677,6,18.0,6.239,6,24.0,7.272,1,43.26
178,29,NSF,A,Spatial,6,Pool,5/22/2023,11.3,4.030,0.358,0.283,1,0.8,0.213,1,2.0,0.869,2,4.7,1.739,1,3.7,1.210,1,8.03
179,30,NSF,A,Spatial,5,Pool,5/22/2023,11.0,3.380,0.308,0.228,1,0.9,0.273,2,4.9,1.727,1,5.2,1.379,0,0.0,0.000,1,7.28
180,30,NSF,A,Spatial,6,Pool,5/22/2023,60.0,19.041,0.317,0.069,5,12.1,4.081,4,16.7,4.874,5,19.0,5.562,5,12.3,4.525,0,
181,1,NSF,A,Spatial,7,Pool,5/23/2023,15.0,3.474,0.231,0.209,1,8.1,1.718,0,0.0,0.000,0,0.0,0.000,1,6.9,1.756,1,6.25
182,1,NSF,A,Spatial,8,Pool,5/23/2023,13.4,4.644,0.346,0.247,2,7.3,2.513,0,0.0,0.000,1,3.3,1.023,2,2.8,1.108,1,4.87
183,2,NSF,A,Spatial,7,Pool,5/23/2023,60.0,20.172,0.336,0.075,5,17.9,5.919,5,12.9,4.670,5,7.6,2.926,4,21.6,6.658,0,
184,2,NSF,A,Spatial,8,Pool,5/23/2023,13.3,4.620,0.347,0.234,2,5.9,1.847,2,4.9,1.778,0,0.0,0.000,1,2.5,0.995,1,4.34
185,3,NSF,A,Spatial,7,Pool,5/23/2023,60.0,18.182,0.303,0.049,3,7.9,3.154,5,11.0,3.899,6,32.4,8.195,4,8.8,2.934,0,
186,3,NSF,A,Spatial,8,Pool,5/23/2023,60.0,18.341,0.306,0.082,4,11.9,4.465,7,26.1,7.500,4,13.1,3.073,3,8.9,3.303,0,
187,4,NSF,A,Spatial,7,Pool,5/23/2023,60.0,16.981,0.283,0.007,1,3.3,1.381,2,6.9,2.639,5,38.4,9.167,4,11.3,3.793,0,
188,4,NSF,A,Spatial,8,Pool,5/23/2023,60.0,17.256,0.288,0.095,2,7.6,2.781,3,16.2,4.370,3,25.5,6.134,3,10.8,3.971,0,
189,5,NSF,A,Spatial,7,Pool,5/23/2023,60.0,19.627,0.327,0.062,3,6.7,2.287,2,5.2,2.204,5,16.0,5.206,6,32.1,9.930,0,
190,5,NSF,A,Spatial,8,Pool,5/23/2023,30.9,8.995,0.291,0.130,3,10.7,3.405,2,10.8,2.620,1,1.3,0.577,2,8.1,2.393,1,14.27
191,6,NSF,A,Spatial,7,Pool,5/23/2023,9.9,3.214,0.324,0.264,2,3.6,0.961,2,6.3,2.253,0,0.0,0.000,0,0.0,0.000,1,4.13
192,6,NSF,A,Spatial,8,Pool,5/23/2023,9.7,4.300,0.443,0.236,2,2.0,0.735,2,3.3,1.514,1,2.8,1.321,1,1.6,0.730,1,5.26
193,7,NSF,A,Spatial,7,Pool,5/23/2023,4.0,1.084,0.269,0.527,2,1.9,0.312,0,0.0,0.000,0,0.0,0.000,1,2.1,0.772,1,1.04
194,7,NSF,A,Spatial,8,Pool,5/23/2023,9.1,2.937,0.323,0.280,1,0.9,0.262,1,8.1,2.675,0,0.0,0.000,0,0.0,0.000,1,4.52
195,8,NSF,A,Spatial,7,Pool,5/23/2023,60.0,19.221,0.320,0.062,3,13.6,4.030,4,11.2,3.885,4,21.3,6.722,4,13.9,4.583,0,
196,8,NSF,A,Spatial,8,Pool,5/23/2023,60.0,17.908,0.298,0.064,5,24.0,5.915,5,19.1,5.292,3,9.1,3.506,3,7.9,3.195,0,
197,9,NSF,A,Spatial,7,Pool,5/23/2023,60.0,15.764,0.263,0.093,3,16.5,4.832,2,8.0,2.523,4,19.7,4.058,4,15.9,4.351,0,
198,9,NSF,A,Spatial,8,Pool,5/23/2023,60.0,17.551,0.293,0.076,4,13.7,3.943,2,4.0,1.414,3,8.0,2.581,6,34.3,9.613,0,
199,10,NSF,A,Spatial,7,Pool,5/23/2023,6.8,1.920,0.284,0.508,1,2.7,0.697,1,4.1,1.223,0,0.0,0.000,0,0.0,0.000,1,2.64
200,10,NSF,A,Spatial,8,Pool,5/23/2023,21.4,6.798,0.317,0.174,2,9.7,3.038,2,4.0,1.333,2,3.1,0.993,1,4.5,1.434,1,8.04
201,11,NSF,A,Spatial,7,Pool,5/23/2023,5.7,1.519,0.265,0.336,1,3.9,1.114,0,0.0,0.000,0,0.0,0.000,1,1.9,0.405,1,1.28
202,11,NSF,A,Spatial,8,Pool,5/23/2023,57.9,14.193,0.245,0.033,4,10.4,2.784,5,30.5,7.413,2,11.5,2.184,1,5.5,1.812,1,39.71
203,12,NSF,A,Spatial,7,Pool,5/23/2023,7.7,1.826,0.236,0.514,1,2.8,0.842,1,4.9,0.984,0,0.0,0.000,0,0.0,0.000,1,3.14
204,12,NSF,A,Spatial,8,Pool,5/23/2023,15.4,5.735,0.371,0.193,2,8.5,2.990,1,3.2,1.272,1,2.1,0.791,1,1.6,0.682,1,5.08
205,13,NSF,A,Spatial,7,Pool,5/23/2023,60.0,18.408,0.307,0.073,5,14.3,5.247,3,12.3,3.250,4,19.0,4.521,6,14.4,5.390,0,
206,13,NSF,A,Spatial,8,Pool,5/23/2023,2.6,0.580,0.224,0.833,1,2.6,0.580,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.21
207,14,NSF,A,Spatial,7,Pool,5/23/2023,60.0,19.219,0.320,0.078,4,13.8,4.585,4,19.7,5.752,4,14.6,4.664,3,11.8,4.218,0,
208,14,NSF,A,Spatial,8,Pool,5/23/2023,60.0,17.993,0.300,0.091,5,15.5,4.632,3,11.1,3.339,3,9.3,3.154,6,24.2,6.868,0,
209,15,NSF,A,Spatial,7,Pool,5/23/2023,14.2,4.801,0.337,0.129,1,0.7,0.226,1,3.4,1.164,1,8.4,2.572,1,1.7,0.839,1,12.41
210,15,NSF,A,Spatial,8,Pool,5/23/2023,60.0,23.718,0.395,0.066,5,17.6,6.169,4,11.7,5.036,5,17.3,6.428,5,13.3,6.086,0,
211,16,NSF,A,Spatial,7,Pool,5/23/2023,60.0,16.041,0.267,0.050,3,10.0,2.911,4,31.2,7.412,2,13.7,4.155,1,5.1,1.563,0,
212,16,NSF,A,Spatial,8,Pool,5/23/2023,15.6,4.132,0.264,0.218,3,6.9,1.706,3,8.7,2.426,0,0.0,0.000,0,0.0,0.000,1,5.06
213,17,NSF,A,Spatial,7,Pool,5/23/2023,60.0,20.769,0.346,0.029,7,33.3,11.083,7,16.3,5.886,2,4.3,1.572,2,6.1,2.227,0,
214,17,NSF,A,Spatial,8,Pool,5/23/2023,60.0,17.482,0.291,0.095,5,25.8,7.622,6,22.5,5.831,3,7.9,2.663,1,3.7,1.366,0,
215,18,NSF,A,Spatial,7,Pool,5/23/2023,60.0,15.288,0.255,0.025,5,33.3,7.841,4,18.0,4.822,1,4.7,1.270,1,4.0,1.355,0,
216,18,NSF,A,Spatial,8,Pool,5/23/2023,3.2,1.050,0.324,0.940,1,1.0,0.303,1,0.3,0.120,1,1.9,0.627,0,0.0,0.000,1,0.17
217,19,NSF,A,Spatial,7,Pool,5/23/2023,60.0,21.460,0.358,0.040,5,16.0,5.492,6,20.1,7.487,5,15.6,5.204,4,8.3,3.277,0,
218,19,NSF,A,Spatial,8,Pool,5/23/2023,41.7,14.840,0.356,0.064,4,13.1,4.716,3,11.7,4.475,2,8.5,2.606,3,8.3,3.044,1,27.73
219,20,NSF,A,Spatial,7,Pool,5/23/2023,22.3,6.958,0.311,0.148,1,0.7,0.000,2,8.1,2.680,2,9.5,2.907,1,4.1,1.371,1,18.09
220,20,NSF,A,Spatial,8,Pool,5/23/2023,60.0,20.615,0.344,0.058,5,11.8,4.689,3,9.2,3.510,4,25.4,7.361,6,13.6,5.055,0,
221,21,NSF,A,Spatial,7,Pool,5/23/2023,19.6,5.941,0.304,0.191,2,2.3,0.730,1,5.6,1.680,1,3.6,1.116,2,8.1,2.416,1,11.54
222,21,NSF,A,Spatial,8,Pool,5/23/2023,60.0,22.984,0.383,0.039,5,16.3,6.382,5,12.7,5.053,6,15.8,5.670,6,15.2,5.878,0,
223,22,NSF,A,Spatial,7,Pool,5/23/2023,60.0,16.127,0.269,0.045,5,13.9,3.907,1,3.2,1.293,3,13.8,3.546,8,29.1,7.380,0,
224,22,NSF,A,Spatial,8,Pool,5/23/2023,32.6,7.766,0.238,0.064,3,20.8,5.077,0,0.0,0.000,3,5.2,1.318,5,6.7,1.371,1,16.56
225,23,NSF,A,Spatial,7,Pool,5/23/2023,9.3,2.570,0.276,0.214,2,3.8,0.936,1,5.5,1.634,0,0.0,0.000,0,0.0,0.000,1,3.92
226,23,NSF,A,Spatial,8,Pool,5/23/2023,22.3,8.040,0.360,0.155,1,9.5,2.655,1,4.8,2.008,2,5.3,2.204,1,2.8,1.174,1,11.36
227,24,NSF,A,Spatial,7,Pool,5/23/2023,19.6,5.983,0.305,0.194,2,3.1,0.899,1,1.2,0.450,3,6.5,1.948,4,8.8,2.686,1,12.90
228,24,NSF,A,Spatial,8,Pool,5/23/2023,22.0,8.272,0.377,0.153,2,5.6,2.001,2,10.3,3.977,2,2.5,0.863,1,3.6,1.432,1,12.25
229,25,NSF,A,Spatial,7,Pool,5/23/2023,30.5,10.033,0.329,0.109,3,8.3,2.773,3,6.5,2.424,3,8.8,3.123,3,6.9,1.713,1,19.35
230,25,NSF,A,Spatial,8,Pool,5/23/2023,7.9,2.471,0.314,0.397,1,1.2,0.331,1,2.6,0.684,1,2.1,0.757,1,1.9,0.699,1,4.10
231,26,NSF,A,Spatial,7,Pool,5/23/2023,60.0,18.151,0.303,0.053,4,11.0,3.367,5,24.2,6.899,4,16.3,5.020,3,8.5,2.866,0,
232,26,NSF,A,Spatial,8,Pool,5/23/2023,60.0,15.903,0.265,0.061,5,17.2,4.847,5,26.3,5.878,2,5.6,2.064,3,10.9,3.115,0,
233,27,NSF,A,Spatial,7,Pool,5/23/2023,22.7,6.242,0.275,0.076,2,4.1,0.736,2,14.0,4.032,1,4.7,1.475,0,0.0,0.000,1,13.55
234,27,NSF,A,Spatial,8,Pool,5/23/2023,60.0,17.704,0.295,0.048,2,7.9,2.634,5,18.7,4.571,6,26.3,7.845,3,7.2,2.655,0,
235,28,NSF,A,Spatial,7,Pool,5/23/2023,15.0,5.371,0.357,0.193,2,4.1,1.464,0,0.0,0.000,0,0.0,0.000,2,10.9,3.907,1,9.19
236,28,NSF,A,Spatial,8,Pool,5/23/2023,12.0,4.929,0.412,0.209,2,5.5,2.112,2,3.7,1.594,1,1.9,0.791,1,0.9,0.432,1,4.45
237,29,NSF,A,Spatial,7,Pool,5/23/2023,60.0,21.471,0.358,0.031,3,11.1,4.621,6,11.3,4.385,6,22.5,7.694,4,15.1,4.771,0,
238,29,NSF,A,Spatial,8,Pool,5/23/2023,23.0,8.268,0.360,0.078,4,9.5,3.316,1,1.2,0.500,1,1.2,0.517,4,11.1,3.935,1,10.00
239,30,NSF,A,Spatial,7,Pool,5/23/2023,37.7,14.983,0.398,0.082,3,8.0,3.460,3,7.9,3.348,3,16.7,5.832,2,5.0,2.343,1,28.69
240,30,NSF,A,Spatial,8,Pool,5/23/2023,18.4,7.602,0.413,0.117,3,4.9,1.981,3,6.2,2.525,2,5.9,2.447,2,1.5,0.648,1,11.00
241,1,NSF,A,Spatial,9,Pool,5/23/2023,27.6,8.251,0.299,0.145,3,7.6,2.294,3,17.7,5.246,1,2.3,0.711,0,0.0,0.000,1,12.27
242,1,NSF,A,Spatial,10,Pool,5/23/2023,12.8,3.841,0.301,0.127,3,7.7,2.214,0,0.0,0.000,0,0.0,0.000,2,5.1,1.627,1,4.37
243,2,NSF,A,Spatial,9,Pool,5/23/2023,60.0,21.756,0.363,0.014,6,15.6,5.355,6,23.1,8.549,4,14.4,4.865,3,6.9,2.988,0,
244,2,NSF,A,Spatial,10,Pool,5/23/2023,60.0,15.175,0.253,0.098,4,13.7,4.137,6,33.6,8.138,3,7.1,1.628,2,5.6,1.273,0,
245,3,NSF,A,Spatial,9,Pool,5/23/2023,23.0,8.438,0.367,0.073,3,5.0,1.671,2,7.3,2.401,2,7.1,2.612,2,3.6,1.754,1,16.72
246,3,NSF,A,Spatial,10,Pool,5/23/2023,60.0,19.563,0.326,0.056,4,13.2,4.751,4,18.2,5.256,5,16.6,5.070,5,12.0,4.486,0,
247,4,NSF,A,Spatial,9,Pool,5/23/2023,60.0,18.147,0.302,0.069,3,8.6,2.864,2,4.5,1.887,4,15.7,5.179,5,31.2,8.218,0,
248,4,NSF,A,Spatial,10,Pool,5/23/2023,60.0,17.695,0.295,0.036,3,15.5,4.875,5,20.9,5.516,5,11.2,3.371,4,12.4,3.933,0,
249,5,NSF,A,Spatial,9,Pool,5/23/2023,9.9,3.159,0.319,0.274,2,3.9,0.978,2,1.1,0.429,2,1.3,0.597,2,3.6,1.156,1,2.63
250,5,NSF,A,Spatial,10,Pool,5/23/2023,8.5,2.061,0.242,0.395,2,4.7,1.175,1,1.7,0.562,1,0.9,0.126,1,1.2,0.198,1,1.50
251,6,NSF,A,Spatial,9,Pool,5/23/2023,40.5,15.509,0.383,0.034,6,17.9,6.879,4,10.8,4.169,2,4.3,1.639,4,7.5,2.823,1,20.44
252,6,NSF,A,Spatial,10,Pool,5/23/2023,13.4,5.171,0.386,0.192,2,8.4,3.147,3,4.1,1.685,1,0.9,0.339,0,0.0,0.000,1,4.79
253,7,NSF,A,Spatial,9,Pool,5/23/2023,3.4,0.920,0.268,0.871,1,1.7,0.367,1,1.7,0.553,0,0.0,0.000,0,0.0,0.000,1,0.09
254,7,NSF,A,Spatial,10,Pool,5/23/2023,5.2,1.807,0.347,0.591,1,1.6,0.483,1,0.3,0.105,1,1.6,0.600,1,1.7,0.619,1,1.73
255,8,NSF,A,Spatial,9,Pool,5/23/2023,60.0,19.204,0.320,0.068,5,25.5,6.819,5,13.2,4.925,3,10.2,3.482,3,11.1,3.976,0,
256,8,NSF,A,Spatial,10,Pool,5/23/2023,18.1,5.567,0.308,0.194,2,7.1,1.577,0,0.0,0.000,2,4.1,1.612,3,6.9,2.378,1,9.79
257,9,NSF,A,Spatial,9,Pool,5/23/2023,60.0,16.468,0.274,0.075,4,21.9,4.910,4,8.1,2.785,4,14.3,3.782,4,15.7,4.991,0,
258,9,NSF,A,Spatial,10,Pool,5/23/2023,51.4,12.323,0.240,0.062,3,10.6,2.556,5,9.3,2.863,3,18.6,3.525,1,12.9,3.379,1,40.88
259,10,NSF,A,Spatial,9,Pool,5/23/2023,18.0,5.587,0.310,0.097,2,5.7,1.754,2,5.2,1.867,1,6.4,1.850,1,0.7,0.115,1,11.86
260,10,NSF,A,Spatial,10,Pool,5/23/2023,8.2,3.024,0.368,0.388,1,3.3,1.120,1,2.5,1.041,1,2.3,0.863,0,0.0,0.000,1,2.72
261,11,NSF,A,Spatial,9,Pool,5/23/2023,29.4,6.691,0.228,0.169,1,4.1,1.037,2,22.4,5.062,1,2.8,0.593,0,0.0,0.000,1,19.84
262,11,NSF,A,Spatial,10,Pool,5/23/2023,9.7,2.183,0.225,0.224,2,6.5,1.569,1,3.2,0.614,0,0.0,0.000,0,0.0,0.000,1,2.96
263,12,NSF,A,Spatial,9,Pool,5/23/2023,6.0,1.508,0.252,0.391,1,6.0,1.508,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,1.55
264,12,NSF,A,Spatial,10,Pool,5/23/2023,3.2,0.991,0.314,0.747,1,2.1,0.654,1,1.0,0.338,0,0.0,0.000,0,0.0,0.000,1,0.23
265,13,NSF,A,Spatial,9,Pool,5/23/2023,60.0,15.162,0.253,0.097,3,14.4,4.510,5,28.5,5.282,3,13.8,4.048,1,3.3,1.321,0,
266,13,NSF,A,Spatial,10,Pool,5/23/2023,60.0,11.709,0.195,0.023,2,16.8,3.012,4,34.5,6.069,2,5.3,1.310,1,3.3,1.318,0,
267,14,NSF,A,Spatial,9,Pool,5/23/2023,5.9,1.928,0.328,0.306,1,1.2,0.341,0,0.0,0.000,0,0.0,0.000,1,4.7,1.586,1,2.75
268,14,NSF,A,Spatial,10,Pool,5/23/2023,60.0,19.921,0.332,0.032,4,12.4,4.249,3,11.7,3.924,4,17.3,5.672,5,18.6,6.075,0,
269,15,NSF,A,Spatial,9,Pool,5/23/2023,60.0,21.780,0.363,0.063,5,21.0,7.419,5,18.8,6.378,4,11.2,4.504,4,9.0,3.479,0,
270,15,NSF,A,Spatial,10,Pool,5/23/2023,60.0,22.054,0.368,0.056,5,20.8,7.628,3,9.3,3.653,3,8.4,3.157,6,21.5,7.616,0,
271,16,NSF,A,Spatial,9,Pool,5/23/2023,16.0,4.459,0.278,0.069,3,6.0,1.682,1,4.7,1.251,1,5.1,1.447,2,0.3,0.079,1,10.74
272,16,NSF,A,Spatial,10,Pool,5/23/2023,7.8,2.733,0.351,0.362,1,1.9,0.522,1,2.7,1.023,0,0.0,0.000,1,3.2,1.188,1,2.84
273,17,NSF,A,Spatial,9,Pool,5/23/2023,60.0,19.364,0.323,0.021,5,16.1,5.337,5,19.2,5.751,4,18.0,5.697,3,6.7,2.579,0,
274,17,NSF,A,Spatial,10,Pool,5/23/2023,5.8,1.582,0.271,0.586,1,1.6,0.409,1,4.2,1.173,0,0.0,0.000,0,0.0,0.000,1,2.16
275,18,NSF,A,Spatial,9,Pool,5/23/2023,5.8,1.878,0.322,0.602,1,3.1,0.799,1,1.7,0.747,1,1.1,0.332,0,0.0,0.000,1,1.04
276,18,NSF,A,Spatial,10,Pool,5/23/2023,23.4,6.348,0.271,0.145,2,9.2,2.408,2,9.5,2.397,1,2.9,0.942,1,1.7,0.601,1,10.68
277,19,NSF,A,Spatial,9,Pool,5/23/2023,14.9,5.404,0.363,0.110,1,1.3,0.384,0,0.0,0.000,1,7.3,2.582,2,6.2,2.437,1,13.23
278,19,NSF,A,Spatial,10,Pool,5/23/2023,7.5,2.823,0.379,0.433,1,1.6,0.412,1,2.8,1.219,1,3.0,1.193,0,0.0,0.000,1,4.18
279,20,NSF,A,Spatial,9,Pool,5/23/2023,60.0,17.050,0.284,0.007,2,1.6,0.644,5,22.8,6.239,8,28.5,7.622,4,7.1,2.544,0,
280,20,NSF,A,Spatial,10,Pool,5/23/2023,12.1,3.295,0.273,0.213,2,6.9,1.977,1,3.4,0.857,0,0.0,0.000,1,1.7,0.461,1,4.29
281,21,NSF,A,Spatial,9,Pool,5/23/2023,40.9,15.421,0.377,0.055,4,9.6,3.409,3,9.2,3.475,4,10.5,4.083,5,11.5,4.454,1,28.81
282,21,NSF,A,Spatial,10,Pool,5/23/2023,6.8,2.531,0.372,0.237,1,0.8,0.217,0,0.0,0.000,1,1.9,0.699,2,4.1,1.614,1,4.02
283,22,NSF,A,Spatial,9,Pool,5/23/2023,25.6,7.840,0.306,0.160,3,10.7,3.458,2,7.2,2.325,1,3.2,0.773,1,4.5,1.284,1,10.71
284,22,NSF,A,Spatial,10,Pool,5/23/2023,6.1,1.619,0.266,0.704,1,0.9,0.248,0,0.0,0.000,0,0.0,0.000,1,5.1,1.372,1,1.58
285,23,NSF,A,Spatial,9,Pool,5/23/2023,11.3,4.005,0.354,0.166,1,4.7,1.524,1,2.3,0.964,1,1.1,0.466,1,3.3,1.051,1,4.68
286,23,NSF,A,Spatial,10,Pool,5/23/2023,5.9,2.026,0.345,0.581,1,2.8,0.976,1,3.1,1.050,0,0.0,0.000,0,0.0,0.000,1,1.51
287,24,NSF,A,Spatial,9,Pool,5/23/2023,11.0,3.779,0.344,0.230,2,6.1,2.145,2,3.5,1.021,1,0.7,0.303,1,0.7,0.310,1,3.37
288,24,NSF,A,Spatial,10,Pool,5/23/2023,6.5,1.896,0.290,0.443,1,1.2,0.277,0,0.0,0.000,1,1.1,0.383,2,4.3,1.235,1,3.09
289,25,NSF,A,Spatial,9,Pool,5/23/2023,4.4,1.389,0.316,0.770,1,0.7,0.267,1,3.7,1.122,0,0.0,0.000,0,0.0,0.000,1,1.33
290,25,NSF,A,Spatial,10,Pool,5/23/2023,14.3,4.858,0.341,0.170,2,6.0,1.950,0,0.0,0.000,1,1.1,0.422,3,7.2,2.485,1,5.18
291,26,NSF,A,Spatial,9,Pool,5/23/2023,60.0,17.796,0.297,0.045,4,12.4,4.337,4,13.5,4.051,3,17.5,4.934,4,16.6,4.474,0,
292,26,NSF,A,Spatial,10,Pool,5/23/2023,30.9,8.857,0.287,0.097,3,10.1,2.821,3,7.1,2.322,2,6.4,1.795,2,7.3,1.919,1,17.91
293,27,NSF,A,Spatial,9,Pool,5/23/2023,21.3,5.873,0.276,0.114,1,6.3,1.278,0,0.0,0.000,1,7.1,1.991,2,7.9,2.604,1,15.03
294,27,NSF,A,Spatial,10,Pool,5/23/2023,49.2,15.074,0.306,0.082,3,11.2,3.182,1,1.9,0.639,4,18.9,5.746,6,17.3,5.506,1,33.77
295,28,NSF,A,Spatial,9,Pool,5/23/2023,38.5,14.369,0.373,0.063,4,10.8,3.456,2,2.9,1.037,4,9.5,3.664,5,15.3,6.212,1,25.24
296,28,NSF,A,Spatial,10,Pool,5/23/2023,60.0,18.335,0.306,0.030,6,9.4,2.855,2,7.4,2.542,4,7.3,2.284,7,35.9,10.653,0,
297,29,NSF,A,Spatial,9,Pool,5/23/2023,37.6,13.652,0.363,0.061,4,16.5,5.906,2,6.1,2.501,1,2.6,1.102,3,12.5,4.143,1,18.09
298,29,NSF,A,Spatial,10,Pool,5/23/2023,3.0,1.144,0.383,0.940,1,0.9,0.311,1,0.5,0.239,1,1.5,0.594,0,0.0,0.000,1,0.17
299,30,NSF,A,Spatial,9,Pool,5/23/2023,33.7,12.624,0.375,0.080,6,14.4,4.904,1,1.9,0.821,3,6.8,2.832,7,10.6,4.067,1,15.97
300,30,NSF,A,Spatial,10,Pool,5/23/2023,14.5,5.395,0.372,0.126,3,6.3,2.376,2,2.9,0.841,1,1.5,0.551,2,3.9,1.627,1,7.22
301,1,NSF,A,Spatial,11,Pool,5/23/2023,2.1,0.551,0.257,0.908,1,1.2,0.382,1,1.0,0.168,0,0.0,0.000,0,0.0,0.000,1,0.16
302,1,NSF,A,Spatial,12,Pool,5/23/2023,13.7,4.362,0.318,0.171,3,10.0,3.378,2,2.5,0.645,0,0.0,0.000,1,1.2,0.338,1,2.82
303,2,NSF,A,Spatial,11,Pool,5/23/2023,10.2,3.394,0.332,0.205,1,0.8,0.213,1,3.9,1.215,1,3.7,1.225,1,1.7,0.740,1,8.02
304,2,NSF,A,Spatial,12,Pool,5/23/2023,60.0,20.084,0.335,0.021,5,19.7,6.891,5,17.1,4.984,4,6.1,2.380,5,17.1,5.830,0,
