Track_ID,_TargetID,_Day,_Trial,_Arena,Strain,Probe,strategy,name,confidence,1,2,3,4,5,6,7,8,9,path.length,total.time,velocity,distance.from.goal,distance.from.old.goal,initial.heading.error,initial.trajectory.error,initial.reversal.error,efficiency,roaming.entropy,latency.to.goal,latency.to.old.goal,time.in.wall.zone,time.in.far.wall.zone,time.in.annulus.zone,time.in.goal.zone,time.in.old.goal.zone,time.in.n.quadrant,time.in.e.quadrant,time.in.s.quadrant,time.in.w.quadrant,goal.crossings,old.goal.crossings,CIPL_Scores
Track_1,1,1,1,Arena_Base_6m,SHAM,FALSE,1,thigmotaxis,0.349230769,0.349230769,0.024615385,0.161538462,0.216923077,0.155384615,0.089230769,0.001538462,0,0.001538462,1991.385098,32.17,62.77695775,103.6148847,,47.84782902,171.973683,,15.90909091,0.838990047,32.17,,22.01105263,6.121417004,3.777044534,0.130242915,,0,4.298016194,17.45255061,10.4194332,1,,14.02
Track_2,1,1,2,Arena_Base_6m,SHAM,FALSE,5,chaining,0.347692308,0.026153846,0.012307692,0.029230769,0.203076923,0.347692308,0.303076923,0.073846154,0,0.004615385,1120.992297,15.532,88.37210704,174.7882572,,27.92682926,157.696354,,21.73913043,0.802857272,15.532,,8.483865546,3.132504202,3.001983193,0.130521008,,1.827294118,7.570218487,1.566252101,4.568235294,1,,9.87
Track_3,2,1,1,Arena_Base_6m,SHAM,FALSE,1,thigmotaxis,0.58,0.58,0.038461538,0.235384615,0.066153846,0.064615385,0.015384615,0,0,0,3885.221288,59.663,70.9736143,106.8658531,,28.82284984,91.22226474,,0,0.846302326,,,48.40338829,8.412353579,1.423629067,0,,3.753203905,6.082778742,29.63736876,20.06022777,0,,
Track_4,2,1,2,Arena_Base_6m,SHAM,FALSE,4,scanning,0.386153846,0.023076923,0.055384615,0.024615385,0.386153846,0.158461538,0.32,0.021538462,0.003076923,0.007692308,1530.771245,23.5,75.68699623,149.0362647,,26.77515066,206.2052679,,26.31578947,0.795601212,,,10.65846995,7.191256831,3.980874317,0,,2.953551913,11.81420765,8.860655738,0,0,,12.15
Track_5,3,1,1,Arena_Base_6m,SHAM,FALSE,1,thigmotaxis,0.58,0.58,0.02,0.253846154,0.063076923,0.078461538,0.004615385,0,0,0,4257.76191,59.601,80.9420764,140.3057441,,95.10344113,150.9354333,,0,0.857501371,,,43.96374839,9.869412903,3.204354839,0,,8.074974194,8.203148387,17.30351613,25.8911871,0,,
Track_6,3,1,2,Arena_Base_6m,SHAM,FALSE,1,thigmotaxis,0.56,0.56,0.047692308,0.250769231,0.070769231,0.067692308,0.003076923,0,0,0,3822.145725,54.801,77.29858315,146.2585714,,62.5920282,211.6263173,,13.63636364,0.855849296,,,37.87907601,11.71517815,3.905059382,0,,12.36602138,6.63860095,24.8622114,10.41349169,0,,32.83
Track_7,4,1,1,Arena_Base_6m,SHAM,FALSE,1,thigmotaxis,0.366153846,0.366153846,0.035384615,0.343076923,0.113846154,0.121538462,0.015384615,0.001538462,0,0.003076923,4367.492811,59.603,78.47474156,142.7152502,,36.60998468,146.7392179,,6.52173913,0.877946919,,,34.87409574,5.453040426,6.721189362,0,,22.57305106,16.10549149,13.69600851,7.228448936,0,,
Track_8,4,1,2,Arena_Base_6m,SHAM,FALSE,1,thigmotaxis,0.64,0.64,0.023076923,0.226153846,0.041538462,0.052307692,0.015384615,0,0,0.001538462,3590.262374,59.66,60.12710711,149.9264119,,70.14508424,99.11334433,,0,0.838733003,,,49.36469027,5.279646018,1.847876106,0,,5.675619469,10.03132743,23.36243363,20.45862832,0,,
Track_9,5,1,1,Arena_Base_6m,SHAM,FALSE,3,random path,0.306153846,0.296923077,0.08,0.306153846,0.130769231,0.150769231,0.032307692,0.003076923,0,0,4569.671731,59.14,71.45714286,155.2451939,,156.968496,188.5845914,,0,0.846701481,,,51.64714932,2.94361991,3.345022624,0,,9.232262443,23.14755656,15.25330317,10.57027149,0,,
Track_10,5,1,2,Arena_Base_6m,SHAM,FALSE,3,random path,0.264615385,0.187692308,0.12,0.264615385,0.263076923,0.14,0.021538462,0,0,0.003076923,3427.065859,59.661,63.40507054,161.5294544,,57.44920866,230.4940434,,9.677419355,0.845081064,,,34.77017419,17.06432903,3.849096774,0,,8.981225806,28.73992258,15.26808387,6.41516129,0,,
Track_11,6,1,1,Arena_Base_6m,SHAM,FALSE,7,corrected path,0.441538462,0,0.003076923,0.001538462,0.012307692,0.013846154,0.16,0.441538462,0.367692308,0,159.7112753,2.64,66.90046906,97.11347979,,51.76482564,39.74519601,,30,0.530852881,2.512,,1.43,0.66,0.55,0.22,,0,0.88,1.76,0,1,,0.43
Track_12,6,1,2,Arena_Base_6m,SHAM,FALSE,1,thigmotaxis,0.630769231,0.630769231,0.012307692,0.250769231,0.04,0.06,0.006153846,0,0,0,4193.799635,59.648,75.95451982,198.447779,,80.29689225,223.8370502,,0,0.867056663,,,48.0570131,6.902497817,2.083772926,0,,18.36324891,8.856034934,8.074620087,23.57268122,0,,
Track_13,7,1,1,Arena_Base_6m,SHAM,FALSE,1,thigmotaxis,0.553846154,0.553846154,0.021538462,0.278461538,0.064615385,0.075384615,0.004615385,0,0,0.001538462,4131.319275,59.632,73.54403243,165.9604047,,68.13565766,223.3002979,,0,0.873313669,,,40.49733626,9.829450549,6.290848352,0,,17.16877363,19.78996044,14.41652747,8.387797802,0,,
Track_14,7,1,2,Arena_Base_6m,SHAM,FALSE,6,directed search,0.343076923,0.063076923,0.026153846,0.063076923,0.230769231,0.236923077,0.343076923,0.032307692,0,0.004615385,1378.316875,19.108,83.32165419,127.3801399,,40.52578776,139.7890146,,12.5,0.816244095,18.978,,11.28526174,2.564832215,2.051865772,0.256483221,,0,3.206040268,6.540322148,9.361637584,1,,10.12
Track_15,8,1,1,Arena_Base_6m,SHAM,FALSE,1,thigmotaxis,0.490769231,0.490769231,0.021538462,0.335384615,0.084615385,0.056923077,0.009230769,0,0,0.001538462,4103.379192,59.677,71.01635917,209.6838299,,102.6709023,152.5088116,,0,0.821554628,,,49.60331838,7.140837607,0.765089744,0,,20.27487821,28.69086538,4.845568376,6.120717949,0,,
