Track_ID,_TargetID,_Day,_Trial,_Arena,Strain,Probe,strategy,name,confidence,1,2,3,4,5,6,7,8,9,path.length,total.time,velocity,distance.from.goal,distance.from.old.goal,initial.heading.error,initial.trajectory.error,initial.reversal.error,efficiency,roaming.entropy,latency.to.goal,latency.to.old.goal,time.in.wall.zone,time.in.far.wall.zone,time.in.annulus.zone,time.in.goal.zone,time.in.old.goal.zone,time.in.n.quadrant,time.in.e.quadrant,time.in.s.quadrant,time.in.w.quadrant,goal.crossings,old.goal.crossings,CIPL_Scores
Track_201,1,5,26,Arena_Reversal_14m_C1,SHAM,FALSE,1,thigmotaxis,0.512307692,0.512307692,0.046153846,0.229230769,0.104615385,0.078461538,0.016923077,0.003076923,0,0.009230769,3082.526707,59.571,57.10714286,193.7934049,179.9212301,107.672522,279.7304274,113.2165713,0,0.825782324,,4.768,45.77425325,6.447077922,4.899779221,0,0.515766234,17.66499351,18.56758442,15.60192857,7.736493506,0,2,
Track_202,1,5,27,Arena_Reversal_14m_C1,SHAM,FALSE,1,thigmotaxis,0.476923077,0.476923077,0.063076923,0.149230769,0.161538462,0.078461538,0.043076923,0.003076923,0,0.024615385,2294.211957,46.703,48.57025473,101.609345,156.939266,47.48267894,125.896108,28.87047066,0,0.799173995,,0.896,30.87587222,5.578413889,4.540569444,0,0.129730556,20.49742778,6.356797222,15.95685833,3.891916667,0,1,26.46
Track_203,2,5,26,Arena_Reversal_14m_C1,SHAM,FALSE,5,chaining,0.293846154,0.167692308,0.029230769,0.107692308,0.133846154,0.293846154,0.233846154,0.030769231,0,0.003076923,1411.775736,21.537,69.65681746,124.6580831,232.1309656,59.03468112,97.50319531,293.8498394,0,0.807499596,21.537,,16.79373214,3.333107143,1.153767857,0.128196429,0,9.358339286,5.512446429,3.333107143,3.333107143,1,0,12.96
Track_204,2,5,27,Arena_Reversal_14m_C1,SHAM,FALSE,7,corrected path,0.418461538,0.003076923,0.003076923,0.006153846,0.032307692,0.009230769,0.215384615,0.418461538,0.310769231,0.001538462,277.7465611,3.792,86.36120425,147.3549613,134.8600782,33.54258924,69.33892558,105.1539969,7.692307692,0.61891963,3.792,,1.185,0.474,0.474,0.1185,0,0.948,2.844,0,0,1,0,0.91
Track_205,3,5,26,Arena_Reversal_14m_C1,SHAM,FALSE,4,scanning,0.350769231,0.009230769,0.02,0.029230769,0.350769231,0.203076923,0.072307692,0.001538462,0,0.313846154,2511.276982,42.432,64.87068803,213.3309485,77.88010782,42.47516263,220.6981946,48.04129487,0,0.846406828,42.272,14.402,16.26136527,9.27405988,9.147017964,0.381125749,1.397461078,3.557173653,4.573508982,26.55176048,7.749556886,1,3,34.33
Track_206,3,5,27,Arena_Reversal_14m_C1,SHAM,FALSE,7,corrected path,0.415384615,0,0.003076923,0,0.024615385,0.012307692,0.138461538,0.415384615,0.384615385,0.021538462,292.6633953,2.992,101.1536905,117.2514431,74.57094286,18.89017121,34.89398346,29.70590953,37.5,0.632397111,2.992,,0.332444444,0.332444444,0.554074074,0.110814815,0,0.997333333,0,1.662222222,0.332444444,1,0,0.25
Track_207,4,5,26,Arena_Reversal_14m_C1,OVX,FALSE,4,scanning,0.353846154,0.243076923,0.067692308,0.104615385,0.353846154,0.116923077,0.038461538,0.001538462,0,0.073846154,3104.070551,59.602,55.94035705,233.8977684,85.57103232,42.3411393,71.50649632,223.6529767,8.695652174,0.846547943,,,38.25979913,12.23272489,4.164331878,0,0,6.63690393,12.36286026,38.65020524,1.952030568,0,0,
Track_208,4,5,27,Arena_Reversal_14m_C1,OVX,FALSE,7,corrected path,0.376923077,0.026153846,0.026153846,0.02,0.101538462,0.058461538,0.286153846,0.376923077,0.093846154,0.010769231,383.7023133,4.639,88.93229219,151.3567693,197.9135489,44.53766628,162.7268664,205.9387846,0,0.670997865,,,3.296131579,0.732473684,0.610394737,0,0,1.342868421,0,0,3.296131579,0,0,1.45
Track_209,5,5,26,Arena_Reversal_14m_C1,OVX,FALSE,9,perseverance,0.473846154,0.012307692,0.013846154,0.073846154,0.306153846,0.104615385,0.015384615,0,0,0.473846154,3859.84774,59.57,68.70614206,182.6345138,75.81002,45.63671381,243.191445,29.54180199,0,0.879105072,,6.144,17.60312634,11.99053533,15.43462527,0,2.296059957,6.250385439,9.694475375,31.76216274,11.86297645,0,4,
Track_210,5,5,27,Arena_Reversal_14m_C1,OVX,FALSE,7,corrected path,0.486153846,0.010769231,0.010769231,0.012307692,0.032307692,0.013846154,0.196923077,0.486153846,0.232307692,0.004615385,331.1070582,3.808,93.7234375,72.04557908,238.8591983,31.58552059,87.2720235,303.042672,0,0.648233706,3.808,,2.975,0.476,0.357,0.119,0,2.975,0,0,0.833,1,0,0.69
Track_211,6,5,26,Arena_Reversal_14m_C1,OVX,FALSE,5,chaining,0.484615385,0.049230769,0.012307692,0.158461538,0.213846154,0.484615385,0.06,0.001538462,0,0.02,2393.828399,28.8,86.57312863,145.0252605,155.784197,30.83960397,97.94125187,61.6927069,0,0.868982434,,12.37,13.76842105,6.315789474,5.810526316,0,0.378947368,9.221052632,5.936842105,8.842105263,4.8,0,1,16.7
Track_212,6,5,27,Arena_Reversal_14m_C1,OVX,FALSE,5,chaining,0.324615385,0.070769231,0.018461538,0.090769231,0.284615385,0.324615385,0.189230769,0.006153846,0.001538462,0.013846154,1577.768164,19.81,81.69329105,134.9051953,166.8798388,90.63085779,292.8685015,104.0212286,0,0.846652216,,,11.03341772,2.883734177,3.009113924,0,0,7.14664557,1.504556962,3.761392405,7.397405063,0,0,11
Track_213,7,5,26,Arena_Reversal_14m_C1,OVX,FALSE,5,chaining,0.292307692,0.095384615,0.026153846,0.127692308,0.241538462,0.292307692,0.196923077,0.010769231,0.001538462,0.007692308,1644.850546,23.601,74.18050761,142.2807387,161.7224692,18.93360818,57.9932592,176.3239349,44.44444444,0.842033075,23.601,,12.94248387,4.060387097,2.537741935,0.126887097,0,4.567935484,10.78540323,2.283967742,5.963693548,1,0,13.96
Track_214,7,5,27,Arena_Reversal_14m_C1,OVX,FALSE,7,corrected path,0.469230769,0.003076923,0.004615385,0.001538462,0.069230769,0.047692308,0.28,0.469230769,0.104615385,0.02,407.5465247,6.145,72.00444038,215.2097413,77.00154303,101.0557986,183.3721111,96.03932038,0,0.672502361,6.145,3.344,1.9664,1.229,0.8603,0.1229,0.4916,1.1061,0,4.4244,0.6145,1,1,3.2
Track_215,8,5,26,Arena_Reversal_14m_C1,OVX,FALSE,6,directed search,0.401538462,0.027692308,0.027692308,0.018461538,0.090769231,0.176923077,0.401538462,0.238461538,0.012307692,0.006153846,781.783583,10.401,88.50639688,96.02895198,182.4221847,81.59115548,215.3535159,74.96827405,0,0.739556411,10.401,,6.035148148,1.540888889,1.155666667,0.128407407,0,6.291962963,0,2.568148148,1.540888889,1,0,3.65
